Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Tenure_Months,Age,Total_bought,Total_purchases,Cmp_Accepted,Kmeans_labels
1972,Graduation,Committed,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,12,42,38,5,0,4
1986,Basic,Committed,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,20,28,57,7,0,4
1960,Master,Committed,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,4,54,47,12,0,6
1968,PhD,Uncommitted,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,17,46,813,24,1,1
1978,Master,Committed,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,1,36,629,22,1,6
1976,Graduation,Uncommitted,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,21,38,377,17,0,1
1945,Master,Committed,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,17,69,1612,14,0,5
1957,PhD,Committed,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,19,57,729,17,3,5
1950,Graduation,Uncommitted,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,11,64,50,6,1,7
1978,Graduation,Committed,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,8,36,270,15,0,6
1961,Graduation,Uncommitted,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,14,53,177,9,0,1
1962,Master,Uncommitted,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,17,52,315,13,1,1
1954,PhD,Committed,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,0,60,767,23,0,0
1965,2n Cycle,Uncommitted,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,20,49,1071,26,0,1
1973,Graduation,Committed,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,15,41,1580,24,0,5
1968,Graduation,Committed,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,6,46,60,10,0,6
1970,Master,Committed,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,6,44,573,21,0,0
1956,Graduation,Uncommitted,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,15,58,41,5,0,1
1951,Graduation,Committed,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,17,63,170,10,0,2
1944,PhD,Uncommitted,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,7,70,1167,28,0,3
1958,Graduation,Committed,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,14,56,1526,25,3,2
1976,Master,Committed,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,7,38,458,21,0,2
1971,Master,Committed,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,3,43,63,6,0,0
1957,Graduation,Committed,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,8,57,405,17,0,2
1972,Graduation,Committed,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,15,42,1027,20,1,5
1972,Graduation,Uncommitted,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,14,42,1478,22,0,1
1981,Graduation,Committed,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,8,33,72,5,0,6
1972,Graduation,Uncommitted,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,14,42,48,7,0,7
1975,Graduation,Uncommitted,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,1,39,726,16,0,3
1955,Master,Committed,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,16,59,860,27,0,2
1986,PhD,Committed,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,7,28,1497,22,0,0
1970,PhD,Committed,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,1,44,495,18,0,0
1976,Graduation,Committed,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,3,38,20,4,0,6
1954,Graduation,Uncommitted,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,19,60,570,19,0,1
1972,Graduation,Committed,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,3,42,769,21,0,0
1978,2n Cycle,Committed,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,9,36,55,7,0,6
1980,PhD,Uncommitted,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,13,34,1808,18,2,1
1972,Graduation,Committed,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,10,42,55,7,0,6
1961,Graduation,Uncommitted,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,0,53,577,18,1,3
1963,Graduation,Committed,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,14,51,162,8,0,4
1959,Graduation,Committed,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,13,55,1957,20,4,5
1959,2n Cycle,Uncommitted,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,14,55,1576,24,0,1
1954,Graduation,Committed,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,13,60,1616,17,2,2
1962,Graduation,Uncommitted,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,17,52,36,6,0,7
1958,PhD,Uncommitted,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,13,56,1482,22,0,1
1984,Graduation,Committed,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,3,30,22,5,0,6
1976,PhD,Uncommitted,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,7,38,63,6,0,3
1992,Graduation,Uncommitted,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,21,22,680,18,0,7
1967,PhD,Committed,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,13,47,542,20,0,2
1980,2n Cycle,Committed,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,8,34,50,7,0,6
1967,Graduation,Committed,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,16,47,39,6,0,4
1956,Graduation,Committed,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,15,58,1043,28,0,5
1972,Master,Uncommitted,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,14,42,385,14,0,7
1980,Graduation,Uncommitted,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,21,34,1633,27,0,1
1980,2n Cycle,Uncommitted,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,11,34,46,5,0,7
1977,Graduation,Uncommitted,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,3,37,761,20,1,3
1950,Graduation,Committed,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,10,64,76,9,0,2
1974,Graduation,Committed,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,19,40,290,14,0,5
1988,Graduation,Uncommitted,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,1,26,89,11,0,7
1981,Graduation,Committed,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,19,33,70,11,0,4
1960,2n Cycle,Committed,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,11,54,1066,17,0,0
1970,Graduation,Committed,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,5,44,2009,19,3,0
1991,2n Cycle,Uncommitted,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,21,23,1345,19,0,1
1956,Master,Uncommitted,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,18,58,764,23,0,1
1963,Graduation,Uncommitted,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,8,51,195,11,0,3
1980,Graduation,Committed,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,13,34,53,11,0,4
1974,Graduation,Uncommitted,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,12,40,368,13,0,1
1954,PhD,Committed,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,5,60,544,20,0,2
1957,2n Cycle,Committed,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,19,57,1853,25,2,5
1966,PhD,Committed,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,1,48,35,6,1,6
1974,PhD,Committed,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,3,40,446,18,2,2
1979,Graduation,Uncommitted,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,14,35,1180,31,0,1
1973,Master,Committed,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,3,41,41,5,0,2
1985,Graduation,Committed,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,16,29,727,22,0,4
1966,Graduation,Committed,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,20,48,40,6,0,4
1989,2n Cycle,Committed,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,13,25,1062,26,1,5
1969,Graduation,Committed,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,5,45,40,7,0,6
1969,Master,Committed,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,4,45,292,17,0,6
1987,Graduation,Committed,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,17,27,15,4,0,4
1989,2n Cycle,Committed,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,20,25,341,17,0,4
1975,2n Cycle,Uncommitted,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,6,39,369,13,0,7
1973,PhD,Committed,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,12,41,401,17,0,5
1966,Master,Uncommitted,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,15,48,393,17,0,1
1986,Master,Uncommitted,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,9,28,10,4,0,7
1978,Graduation,Committed,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,13,36,486,16,0,5
1979,Graduation,Committed,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,20,35,69,7,0,4
1983,PhD,Committed,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,9,31,1727,17,2,0
1959,Graduation,Uncommitted,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,5,55,995,16,1,3
1976,Graduation,Committed,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,0,38,45,10,0,6
1981,2n Cycle,Uncommitted,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,2,33,182,12,0,7
1978,Master,Committed,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,8,36,989,23,0,6
1953,Graduation,Committed,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,9,61,1677,18,3,0
1971,Master,Uncommitted,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,12,43,595,23,0,7
1983,Graduation,Committed,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,16,31,156,9,0,4
1956,Master,Uncommitted,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,2,58,1226,28,0,3
1978,2n Cycle,Committed,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,17,36,128,11,0,4
1972,Graduation,Uncommitted,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,4,42,86,9,1,7
1975,Graduation,Committed,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,20,39,68,7,0,5
1975,Graduation,Uncommitted,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,11,39,16,4,0,7
1981,2n Cycle,Committed,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,0,33,55,7,0,6
1972,PhD,Uncommitted,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,21,42,2114,22,0,1
1970,PhD,Committed,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,11,44,2018,19,0,0
1953,PhD,Uncommitted,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,19,61,263,15,0,1
1959,Graduation,Committed,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,6,55,55,7,0,6
1962,Graduation,Committed,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,14,52,564,24,0,4
1978,Master,Uncommitted,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,6,36,1281,20,0,3
1973,Graduation,Committed,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,16,41,83,7,1,4
1965,Master,Uncommitted,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,21,49,353,18,0,1
1983,Graduation,Committed,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,5,31,1003,25,0,0
1991,Basic,Uncommitted,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,2,23,14,4,0,7
1943,PhD,Uncommitted,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,16,71,902,24,1,1
1972,PhD,Uncommitted,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,18,42,1139,25,0,1
1956,Graduation,Committed,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,10,58,797,20,0,2
1958,Graduation,Uncommitted,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,5,56,1638,25,0,3
1974,PhD,Committed,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,10,40,401,17,0,6
1986,Graduation,Uncommitted,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,8,28,84,11,0,7
1958,Graduation,Committed,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,16,56,928,18,0,5
1970,Graduation,Uncommitted,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,10,44,203,11,0,3
1967,Graduation,Committed,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,11,47,858,16,0,0
1973,Graduation,Committed,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,6,41,409,13,0,0
1969,Graduation,Committed,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,15,45,282,16,0,2
1977,Graduation,Uncommitted,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,2,37,1423,18,0,3
1961,Graduation,Uncommitted,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,7,53,1449,18,1,3
1971,Graduation,Uncommitted,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,6,43,28,4,0,7
1974,Graduation,Committed,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,5,40,67,6,0,6
1986,PhD,Committed,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,3,28,199,10,0,6
1966,PhD,Uncommitted,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,12,48,1453,22,0,1
1992,Graduation,Committed,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,7,22,1253,19,0,0
1963,PhD,Uncommitted,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,17,51,1198,31,0,1
1972,Master,Committed,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,11,42,178,10,0,6
1994,Graduation,Uncommitted,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,18,20,1990,18,1,1
1954,Graduation,Committed,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,13,60,976,14,0,5
1960,Master,Committed,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,6,54,1001,15,0,0
1982,PhD,Committed,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,10,32,1919,20,2,0
1954,2n Cycle,Uncommitted,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,7,60,350,14,0,3
1954,PhD,Uncommitted,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,13,60,1650,25,1,1
1955,PhD,Committed,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2,59,46,5,2,2
1993,Graduation,Uncommitted,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,14,21,1228,19,0,1
1969,Master,Uncommitted,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,17,45,95,7,0,7
1948,PhD,Committed,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,1,66,62,9,0,2
1986,Graduation,Committed,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,1,28,1761,26,1,0
1979,Master,Committed,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,22,35,467,16,0,4
1978,Graduation,Committed,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,4,36,1149,19,1,0
1982,2n Cycle,Uncommitted,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,6,32,2052,19,1,3
1993,Graduation,Uncommitted,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,1,21,1127,16,0,3
1976,PhD,Committed,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,7,38,1416,21,0,0
1974,PhD,Committed,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,2,40,1113,20,0,0
1989,Graduation,Uncommitted,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,4,25,125,7,0,7
1951,PhD,Uncommitted,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,22,63,966,25,1,1
1989,Basic,Committed,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,18,25,32,5,0,4
1952,Graduation,Uncommitted,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,1,62,833,19,0,3
1971,PhD,Committed,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,1,43,46,8,0,6
1971,Graduation,Committed,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,8,43,960,17,0,0
1970,PhD,Committed,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,13,44,1829,30,1,5
1971,Graduation,Uncommitted,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,11,43,779,26,0,3
1975,PhD,Uncommitted,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,10,39,811,23,0,3
1952,2n Cycle,Uncommitted,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,12,62,1120,22,0,1
1962,PhD,Committed,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,11,52,725,20,0,0
1983,Graduation,Uncommitted,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,13,31,1187,12,1,1
1953,Graduation,Committed,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,15,61,2302,18,3,5
1986,Basic,Uncommitted,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,18,28,66,9,0,7
1987,PhD,Committed,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,20,27,1250,19,2,5
1982,2n Cycle,Committed,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,4,32,683,20,0,0
1979,Graduation,Uncommitted,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,9,35,305,13,0,7
1977,Graduation,Committed,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,6,37,50,6,0,6
1975,2n Cycle,Uncommitted,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,20,39,995,16,0,1
1979,PhD,Committed,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,1,35,41,6,0,6
1976,PhD,Committed,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,1,38,77,9,1,0
1973,Master,Uncommitted,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,17,41,171,12,0,7
1971,PhD,Uncommitted,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,13,43,131,7,0,7
1976,Master,Committed,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,1,38,54,5,0,6
1976,PhD,Committed,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,16,38,53,12,0,4
1965,Graduation,Committed,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,18,49,475,16,0,5
1952,Graduation,Uncommitted,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,22,62,694,22,0,1
1973,Graduation,Committed,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,1,41,96,8,0,0
1957,PhD,Uncommitted,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,14,57,361,16,0,1
1967,Graduation,Uncommitted,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,21,47,1079,26,0,1
1962,PhD,Uncommitted,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,1,52,578,20,0,3
1969,Master,Committed,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,18,45,64,7,0,4
1975,PhD,Committed,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,8,39,149,13,0,2
1980,Graduation,Committed,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,0,34,231,17,0,6
1959,Graduation,Committed,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,9,55,728,21,0,0
1973,Graduation,Committed,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,10,41,1778,23,2,0
1973,Graduation,Committed,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,20,41,93,10,0,4
1974,PhD,Committed,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,14,40,23,4,0,4
1980,Graduation,Committed,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,20,34,662,24,0,4
1988,Graduation,Committed,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,4,26,1198,18,0,0
1968,PhD,Committed,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,17,46,81,11,0,4
1988,2n Cycle,Committed,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,19,26,92,10,0,4
1959,2n Cycle,Uncommitted,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,7,55,491,18,0,3
